epoch,accuracy,loss,val_accuracy,val_loss
0,0.8452901244163513,0.6715413928031921,0.9581979513168335,0.18097753822803497
1,0.9698471426963806,0.13123098015785217,0.9603224396705627,0.1566677838563919
2,0.9762277603149414,0.09894456714391708,0.970444917678833,0.13536636531352997
3,0.98026043176651,0.08072873950004578,0.9650712609291077,0.15353573858737946
4,0.9824181199073792,0.06864404678344727,0.9721944332122803,0.1223265752196312
5,0.9844670295715332,0.059383321553468704,0.9740689992904663,0.11049938201904297
6,0.9863203763961792,0.049777209758758545,0.9711946845054626,0.14584596455097198
7,0.9876736402511597,0.04460665583610535,0.9733191728591919,0.11814374476671219
8,0.988891065120697,0.03833764046430588,0.9796301126480103,0.09387270361185074
9,0.9888856410980225,0.03690778464078903,0.9782554507255554,0.10114053636789322
10,0.9908639192581177,0.029845433309674263,0.976568341255188,0.11200447380542755
11,0.9916465282440186,0.026077883318066597,0.9793801307678223,0.1009189561009407
12,0.9925215840339661,0.022862069308757782,0.9811922311782837,0.09525221586227417
13,0.993472695350647,0.019613681361079216,0.9806298613548279,0.11409031599760056
14,0.9938639998435974,0.018680451437830925,0.9818170666694641,0.10131962597370148
15,0.9949401021003723,0.014916876330971718,0.9769432544708252,0.12693201005458832
16,0.9947661757469177,0.015279236249625683,0.9800050258636475,0.11327655613422394
17,0.9974727630615234,0.006348196417093277,0.983879029750824,0.09780465066432953
18,0.9986086487770081,0.003383753588423133,0.9844413995742798,0.10171540081501007
19,0.9987825751304626,0.0027908761985599995,0.9809422492980957,0.12851876020431519
20,0.9982608556747437,0.004263537470251322,0.9820045232772827,0.12375091016292572
21,0.9989021420478821,0.0022620628587901592,0.9857535362243652,0.1036946177482605
22,0.9993967413902283,0.001397502375766635,0.9853786826133728,0.10309889912605286
23,0.9994401931762695,0.0009229238494299352,0.9856910705566406,0.10163235664367676
24,0.9995163083076477,0.000844207068439573,0.9854411482810974,0.10974042117595673
25,0.999603271484375,0.0008255218272097409,0.9860659837722778,0.10517051070928574
26,0.9997228384017944,0.00048287841491401196,0.9854411482810974,0.10877632349729538
27,0.9997880458831787,0.0003845878236461431,0.9861909747123718,0.10746688395738602
28,0.9998478293418884,0.0003171520074829459,0.9861284494400024,0.11150854080915451
29,0.999896764755249,0.00026451985468156636,0.9860659837722778,0.1111408993601799
30,0.9998641014099121,0.00027132403920404613,0.9858160614967346,0.11038966476917267
31,0.9999347925186157,0.00020724510250147432,0.9861284494400024,0.11203746497631073
32,0.9999076128005981,0.00022945193632040173,0.9860035181045532,0.11116525530815125
33,0.9999021887779236,0.0002086851600324735,0.9862534403800964,0.11130435019731522
34,0.9999076128005981,0.00017398374620825052,0.9863784313201904,0.11282723397016525
35,0.9999347925186157,0.00018403450667392462,0.986315906047821,0.11368078738451004
36,0.9999347925186157,0.00018441489373799413,0.986565887928009,0.11482870578765869
37,0.9999456405639648,0.00016135862097144127,0.986565887928009,0.11301274597644806
38,0.9999619722366333,0.00014821089280303568,0.9865033626556396,0.11385373026132584
39,0.9999565482139587,0.00012285778939258307,0.9866283535957336,0.11375495046377182
40,0.9999728202819824,0.00013418788148555905,0.9866908192634583,0.11330399662256241
41,0.9999510645866394,0.0001445849920855835,0.986565887928009,0.11386284232139587
42,0.9999402165412903,0.00013990237493999302,0.9866283535957336,0.11461514234542847
43,0.9999565482139587,0.00011803768575191498,0.9867532849311829,0.11388754099607468
44,0.999978244304657,0.0001173975906567648,0.986565887928009,0.11391773819923401
45,0.9999510645866394,0.0001177307203761302,0.9865033626556396,0.1140250563621521
46,0.9999619722366333,0.0001439048646716401,0.9865033626556396,0.11423109471797943
47,0.9999673962593079,0.00012594375584740192,0.986565887928009,0.11400086432695389
48,0.9999673962593079,0.00012849154882133007,0.986565887928009,0.11367075890302658
49,0.9999402165412903,0.00014527277380693704,0.9866283535957336,0.1138831377029419
50,0.9999565482139587,0.00010873371502384543,0.986565887928009,0.11395907402038574
51,0.999978244304657,0.00010890827252296731,0.986565887928009,0.1140526607632637
52,0.9999402165412903,0.00013274516095407307,0.9866283535957336,0.11407576501369476
53,0.9999565482139587,0.00011075849761255085,0.986565887928009,0.1139451190829277
54,0.9999673962593079,0.00011321369674988091,0.986565887928009,0.11406608670949936
55,0.9999510645866394,0.00011634363181656227,0.9866283535957336,0.11396846920251846
56,0.9999728202819824,0.00010818182636285201,0.9866283535957336,0.1140836551785469
57,0.9999510645866394,0.00011516312224557623,0.9866283535957336,0.11400075256824493
58,0.9999456405639648,0.00011927629384445027,0.9866283535957336,0.11398272961378098
59,0.9999619722366333,0.00012523664918262511,0.9866283535957336,0.1140194684267044
60,0.9999402165412903,0.00012980947212781757,0.9866283535957336,0.11426948755979538
61,0.999978244304657,0.0001065413307514973,0.9866283535957336,0.11431937664747238
62,0.9999673962593079,0.00011236582940910012,0.9866283535957336,0.11437525600194931
63,0.9999347925186157,0.00013423852215055376,0.986565887928009,0.11429739743471146
64,0.9999619722366333,0.00011932539928238839,0.986565887928009,0.11451531946659088
65,0.9999456405639648,0.00010384609049651772,0.9866283535957336,0.11432494968175888
66,0.9999402165412903,0.00011290606198599562,0.9866908192634583,0.1142309308052063
67,0.9999619722366333,9.77235977188684e-05,0.986565887928009,0.11413668841123581
68,0.9999728202819824,9.96796807157807e-05,0.9866283535957336,0.11426608264446259
69,0.9999565482139587,0.00011535712837940082,0.986565887928009,0.11428900063037872
70,0.9999673962593079,0.00011336181341903284,0.986565887928009,0.11444080621004105
71,0.9999673962593079,0.00011173200618941337,0.9866283535957336,0.11436910927295685
72,0.9999565482139587,0.00010827136429725215,0.9866283535957336,0.11441958695650101
73,0.9999619722366333,0.0001102550231735222,0.9866283535957336,0.114449642598629
74,0.999978244304657,0.00010834857675945386,0.986565887928009,0.1147879809141159
75,0.9999728202819824,0.00010137847129954025,0.9866908192634583,0.11447972804307938
76,0.9999728202819824,9.854290692601353e-05,0.9866908192634583,0.11456317454576492
77,0.9999510645866394,0.00011060768883908167,0.9866908192634583,0.11444472521543503
78,0.9999728202819824,9.326689905719832e-05,0.9866908192634583,0.11472408473491669
79,0.9999619722366333,0.0001004001242108643,0.986565887928009,0.11454679816961288
80,0.9999728202819824,9.78601019596681e-05,0.9866283535957336,0.11460307985544205
81,0.9999565482139587,0.00010599687084322795,0.9866908192634583,0.11460082232952118
82,0.9999673962593079,0.00012324261479079723,0.9866283535957336,0.11458084732294083
83,0.9999293684959412,0.0001298295392189175,0.9866908192634583,0.11464498192071915
84,0.9999673962593079,0.00010618558007990941,0.9867532849311829,0.11464047431945801
85,0.9999510645866394,0.00012460851576179266,0.9867532849311829,0.11446413397789001
86,0.9999510645866394,0.00012260011862963438,0.9867532849311829,0.11485212296247482
87,0.9999565482139587,0.00012287542631383985,0.9867532849311829,0.11484795808792114
88,0.999978244304657,0.00010163547995034605,0.9866908192634583,0.11476623266935349
89,0.9999673962593079,8.838042413117364e-05,0.9866908192634583,0.11472772061824799
90,0.9999728202819824,0.00011180493311258033,0.9867532849311829,0.11472327262163162
91,0.9999836683273315,0.00011687906226143241,0.9866908192634583,0.11481437087059021
92,0.9999565482139587,0.00010480854689376429,0.9866283535957336,0.1145806759595871
93,0.9999456405639648,0.00011930369510082528,0.9866908192634583,0.11469369381666183
94,0.9999728202819824,9.475978004047647e-05,0.9867532849311829,0.1147736981511116
95,0.9999673962593079,9.825078450376168e-05,0.9867532849311829,0.11470529437065125
96,0.9999402165412903,0.00013600237434729934,0.9866283535957336,0.11488968878984451
97,0.9999619722366333,0.00011213665857212618,0.9867532849311829,0.11480400711297989
98,0.9999619722366333,0.0001132278484874405,0.9867532849311829,0.11475399136543274
99,0.9999673962593079,0.00010109382128575817,0.9867532849311829,0.11459839344024658
100,0.9999510645866394,0.000101732715847902,0.9868158102035522,0.11476526409387589
101,0.999978244304657,9.812292410060763e-05,0.9866908192634583,0.11486709862947464
102,0.9999510645866394,0.0001014427252812311,0.9866908192634583,0.1149328351020813
103,0.9999673962593079,0.00010225010191788897,0.9866283535957336,0.11500358581542969
104,0.9999891519546509,8.900694228941575e-05,0.9867532849311829,0.11481793224811554
105,0.999978244304657,0.00011403802636777982,0.9868158102035522,0.1149081215262413
106,0.9999673962593079,0.00010171937174163759,0.9867532849311829,0.115009605884552
107,0.9999510645866394,0.00010007464152295142,0.9866908192634583,0.11504106223583221
108,0.9999891519546509,8.806230471236631e-05,0.9867532849311829,0.11510589718818665
109,0.999978244304657,9.773684723768383e-05,0.9866908192634583,0.11511095613241196
110,0.9999619722366333,0.0001127018331317231,0.9867532849311829,0.11483204364776611
111,0.9999836683273315,9.97535462374799e-05,0.9868158102035522,0.11523637920618057
112,0.999978244304657,9.053776739165187e-05,0.9866908192634583,0.11508812755346298
113,0.9999836683273315,8.569221972720698e-05,0.9868158102035522,0.11511246114969254
114,0.9999565482139587,9.152731945505366e-05,0.9868158102035522,0.11509261280298233
115,0.9999728202819824,0.00010239698167424649,0.9866908192634583,0.11518262326717377
116,0.9999728202819824,0.00010763881437014788,0.9866908192634583,0.11516615003347397
117,0.9999456405639648,0.0001132777106249705,0.9866283535957336,0.11518072336912155
118,0.9999565482139587,9.640764619689435e-05,0.986565887928009,0.11533723026514053
119,0.9999619722366333,8.851815800881013e-05,0.9866283535957336,0.11526068300008774
120,0.9999619722366333,0.00010157044016523287,0.9866283535957336,0.11533284932374954
121,0.9999565482139587,0.00010645218571880832,0.9866908192634583,0.1154487207531929
122,0.9999619722366333,9.781123662833124e-05,0.9866283535957336,0.11542362719774246
123,0.9999836683273315,9.72081907093525e-05,0.9867532849311829,0.11537515372037888
124,0.9999836683273315,0.00010712681978475302,0.9868158102035522,0.11540809273719788
125,0.9999510645866394,0.00010611750622047111,0.9866908192634583,0.11523792147636414
126,0.9999945759773254,8.907449227990583e-05,0.9868158102035522,0.1152794137597084
127,0.9999619722366333,9.15256459848024e-05,0.9867532849311829,0.1153777465224266
128,0.9999456405639648,0.00010024187940871343,0.9867532849311829,0.11541133373975754
129,0.9999619722366333,8.756770694162697e-05,0.9866283535957336,0.1155458316206932
130,0.9999836683273315,9.64774881140329e-05,0.9866908192634583,0.11546523869037628
131,0.999978244304657,8.566180622437969e-05,0.9866908192634583,0.11536180227994919
132,0.9999728202819824,8.492186316289008e-05,0.9867532849311829,0.11525499820709229
133,0.999978244304657,9.316258365288377e-05,0.9866908192634583,0.11550676822662354
134,0.9999619722366333,8.749034896027297e-05,0.9867532849311829,0.11532195657491684
135,0.9999619722366333,9.72867856035009e-05,0.9866908192634583,0.11528033018112183
136,0.9999673962593079,0.00010579243098618463,0.9868158102035522,0.11556331068277359
137,0.9999673962593079,9.31300746742636e-05,0.9866283535957336,0.11553504317998886
138,0.9999891519546509,8.518528920831159e-05,0.9866908192634583,0.11585937440395355
139,0.9999565482139587,9.514672274235636e-05,0.9866283535957336,0.1156536117196083
140,0.9999619722366333,0.00010219730029348284,0.9867532849311829,0.11574630439281464
141,0.9999728202819824,0.00011852388706756756,0.9867532849311829,0.11570677906274796
142,0.9999565482139587,0.00010870066762436181,0.9867532849311829,0.11566989868879318
143,0.9999891519546509,7.494145393138751e-05,0.9867532849311829,0.11556477844715118
144,0.9999728202819824,0.00010542428935877979,0.9867532849311829,0.11552506685256958
145,0.9999619722366333,8.980818529380485e-05,0.9868158102035522,0.11579615622758865
146,0.9999456405639648,0.00010554415348451585,0.9867532849311829,0.11576639115810394
147,0.9999728202819824,9.086752834264189e-05,0.9867532849311829,0.11577535420656204
148,0.9999836683273315,0.000100721612398047,0.9867532849311829,0.11562637239694595
149,0.9999673962593079,0.00010344273323426023,0.9867532849311829,0.11579467356204987
150,0.9999510645866394,8.389554568566382e-05,0.9866908192634583,0.11570262163877487
151,0.9999891519546509,8.502875425620005e-05,0.9867532849311829,0.11555509269237518
152,0.9999673962593079,8.886244177119806e-05,0.9866908192634583,0.11573193222284317
153,0.9999836683273315,9.821525600273162e-05,0.9867532849311829,0.11560775339603424
154,0.9999891519546509,7.521904626628384e-05,0.9866908192634583,0.11586879938840866
155,0.9999836683273315,9.386386955156922e-05,0.9866283535957336,0.11591023206710815
156,0.9999836683273315,9.522912296233699e-05,0.9867532849311829,0.1160067766904831
157,0.9999836683273315,7.807884685462341e-05,0.9866908192634583,0.11560230702161789
158,0.9999673962593079,8.346605318365619e-05,0.9867532849311829,0.11601882427930832
159,0.9999891519546509,8.755955059314147e-05,0.9867532849311829,0.11574660241603851
160,0.9999619722366333,0.00011696886213030666,0.9866283535957336,0.11584673076868057
161,0.999978244304657,9.038437565322965e-05,0.9866283535957336,0.11593057960271835
162,0.999978244304657,9.515718556940556e-05,0.9866908192634583,0.11577600240707397
163,0.999978244304657,9.665754623711109e-05,0.9866908192634583,0.11571519076824188
164,0.9999891519546509,8.591818186687306e-05,0.9868158102035522,0.11572866886854172
165,0.9999728202819824,8.567996701458469e-05,0.986565887928009,0.11582650244235992
166,0.9999673962593079,9.46262152865529e-05,0.9867532849311829,0.11561179906129837
167,0.9999728202819824,0.0001161496911663562,0.9867532849311829,0.1156734749674797
168,0.9999565482139587,8.050030010053888e-05,0.9866283535957336,0.1157877966761589
169,0.9999728202819824,8.915209036786109e-05,0.986565887928009,0.11585838347673416
170,0.9999891519546509,8.69434661581181e-05,0.9867532849311829,0.11589720100164413
171,0.9999836683273315,8.070293552009389e-05,0.9866908192634583,0.11572210490703583
172,0.9999673962593079,8.610916120233014e-05,0.9868158102035522,0.11578784883022308
173,0.9999673962593079,9.23534098546952e-05,0.9868158102035522,0.11553753912448883
174,0.9999619722366333,8.501271804561839e-05,0.9866908192634583,0.11592533439397812
175,0.9999728202819824,9.040973236551508e-05,0.9866283535957336,0.11576762050390244
176,0.9999728202819824,8.807658014120534e-05,0.9866908192634583,0.11582325398921967
177,0.9999945759773254,7.689712947467342e-05,0.9866908192634583,0.11566590517759323
178,0.9999619722366333,9.580946789355949e-05,0.9866908192634583,0.11586055904626846
179,0.9999673962593079,9.643466910347342e-05,0.9866908192634583,0.11600325256586075
180,0.9999619722366333,8.989271736936644e-05,0.9867532849311829,0.11619935929775238
181,0.9999836683273315,8.509819599566981e-05,0.9866908192634583,0.11594409495592117
182,0.9999619722366333,9.747564035933465e-05,0.9866908192634583,0.11620087176561356
183,0.9999891519546509,9.223105007549748e-05,0.9866908192634583,0.11602906882762909
184,0.9999673962593079,9.056454291567206e-05,0.9867532849311829,0.11589505523443222
185,0.999978244304657,9.967711957870051e-05,0.9866283535957336,0.11602557450532913
186,0.9999673962593079,0.00010242213465971872,0.9867532849311829,0.11591953784227371
187,0.9999891519546509,8.587750926380977e-05,0.9867532849311829,0.11598188430070877
188,0.999978244304657,8.473558409605175e-05,0.9866283535957336,0.11600266396999359
189,0.9999456405639648,0.00010344339534640312,0.9866908192634583,0.11610528081655502
190,0.9999619722366333,9.019189747050405e-05,0.986565887928009,0.11596705764532089
191,0.9999456405639648,0.00010745142208179459,0.9867532849311829,0.11595789343118668
192,0.9999891519546509,7.554312469437718e-05,0.9866908192634583,0.11613942682743073
193,0.9999673962593079,9.651479922467843e-05,0.9866908192634583,0.11621252447366714
194,0.9999456405639648,0.00011987762991338968,0.9866908192634583,0.11629564315080643
195,0.999978244304657,8.294641884276643e-05,0.9868158102035522,0.11618992686271667
196,0.9999565482139587,9.94517031358555e-05,0.9866908192634583,0.11626799404621124
197,0.999978244304657,9.05063352547586e-05,0.9867532849311829,0.11619316041469574
198,0.9999728202819824,9.923226025421172e-05,0.9867532849311829,0.11615706235170364
199,0.9999510645866394,0.00011127600737381727,0.9867532849311829,0.1161796972155571
200,0.6583225131034851,4.326467514038086,0.6837927103042603,3.121617555618286
201,0.6724202632904053,3.630143404006958,0.6931683421134949,2.8184168338775635
202,0.680599570274353,3.3243563175201416,0.6986686587333679,2.6254825592041016
203,0.6865071654319763,3.1220712661743164,0.7051690816879272,2.4765846729278564
204,0.69246906042099,2.960118532180786,0.7093568444252014,2.3617501258850098
205,0.6964527368545532,2.821892738342285,0.7135446071624756,2.257251024246216
206,0.7007679343223572,2.7029178142547607,0.7175448536872864,2.1617186069488525
207,0.7043874859809875,2.5880956649780273,0.7210450768470764,2.076611042022705
208,0.7079418301582336,2.4879701137542725,0.7247952818870544,1.9997276067733765
209,0.7119798064231873,2.3956174850463867,0.7283580303192139,1.9300123453140259
210,0.7145721912384033,2.3072900772094727,0.732670783996582,1.8635976314544678
211,0.7178710699081421,2.2276158332824707,0.735358476638794,1.7990392446517944
212,0.7206699848175049,2.1530778408050537,0.7383586764335632,1.7465541362762451
213,0.7241047620773315,2.088428020477295,0.740733802318573,1.6926175355911255
214,0.7264145016670227,2.0223774909973145,0.7437964677810669,1.645493745803833
215,0.7288058400154114,1.9665701389312744,0.746234118938446,1.600402593612671
216,0.7319525480270386,1.906183123588562,0.7485467791557312,1.5548925399780273
217,0.7344416379928589,1.8554637432098389,0.7499843835830688,1.5189450979232788
218,0.7364796996116638,1.807767629623413,0.752547025680542,1.4798133373260498
219,0.7384307980537415,1.7578086853027344,0.754422128200531,1.442020297050476
220,0.7402676939964294,1.7193801403045654,0.7574223279953003,1.4114445447921753
221,0.7429035902023315,1.6754966974258423,0.7604225277900696,1.3821793794631958
222,0.7444688081741333,1.6403824090957642,0.7629227042198181,1.3476430177688599
223,0.7460557222366333,1.5981372594833374,0.7648603320121765,1.3222272396087646
224,0.7482133507728577,1.5676281452178955,0.7667354345321655,1.2957704067230225
225,0.7500285506248474,1.5323084592819214,0.7679855227470398,1.2714416980743408
226,0.7526915669441223,1.4999208450317383,0.770423173904419,1.2476338148117065
227,0.7533872127532959,1.472029685974121,0.7727357745170593,1.2245508432388306
228,0.7552839517593384,1.4435040950775146,0.7746109366416931,1.200299620628357
229,0.7572893500328064,1.4137651920318604,0.7764860391616821,1.179490089416504
230,0.7595339417457581,1.3873720169067383,0.779423713684082,1.161427617073059
231,0.7614251971244812,1.363394856452942,0.7806112766265869,1.1434425115585327
232,0.7622186541557312,1.3381513357162476,0.7822363972663879,1.1254956722259521
233,0.7637458443641663,1.3176583051681519,0.7836114764213562,1.106002688407898
234,0.7650882601737976,1.2933545112609863,0.7853615880012512,1.0886869430541992
235,0.7672023773193359,1.2735686302185059,0.7862366437911987,1.0720583200454712
236,0.7688218951225281,1.2519556283950806,0.787486732006073,1.0583442449569702
237,0.7700338363647461,1.232547402381897,0.789361834526062,1.0432432889938354
